season,home_team_goal,away_team_goal,home_name,away_name
2011/2012,1,1,Dijon FCO,Montpellier Hérault SC
2011/2012,2,2,LOSC Lille,AJ Auxerre
2011/2012,0,2,FC Lorient,Stade Rennais FC
2011/2012,0,1,Olympique de Marseille,Toulouse FC
2011/2012,2,0,AS Nancy-Lorraine,Olympique Lyonnais
2011/2012,4,1,Paris Saint-Germain,AC Ajaccio
2011/2012,0,2,AS Saint-Étienne,Évian Thonon Gaillard FC
2011/2012,1,1,FC Sochaux-Montbéliard,Valenciennes FC
2011/2012,1,0,AC Ajaccio,Olympique de Marseille
2011/2012,0,2,Stade Brestois 29,Girondins de Bordeaux
2011/2012,1,2,Dijon FCO,Paris Saint-Germain
2011/2012,2,3,Évian Thonon Gaillard FC,FC Sochaux-Montbéliard
2011/2012,2,1,Olympique Lyonnais,LOSC Lille
2011/2012,3,0,Montpellier Hérault SC,SM Caen
2011/2012,1,1,OGC Nice,AS Nancy-Lorraine
2011/2012,1,1,Stade Rennais FC,AJ Auxerre
2011/2012,1,1,Toulouse FC,FC Lorient
2011/2012,1,2,Valenciennes FC,AS Saint-Étienne
2011/2012,0,2,AJ Auxerre,Évian Thonon Gaillard FC
2011/2012,1,1,Girondins de Bordeaux,AC Ajaccio
2011/2012,2,2,SM Caen,Paris Saint-Germain
2011/2012,4,0,LOSC Lille,Valenciennes FC
2011/2012,2,1,FC Lorient,Stade Brestois 29
2011/2012,1,2,Olympique de Marseille,Dijon FCO
2011/2012,1,0,AS Nancy-Lorraine,Montpellier Hérault SC
2011/2012,0,1,Stade Rennais FC,Toulouse FC
2011/2012,0,1,AS Saint-Étienne,Olympique Lyonnais
2011/2012,2,0,FC Sochaux-Montbéliard,OGC Nice
2011/2012,1,1,AC Ajaccio,FC Lorient
2011/2012,0,1,Stade Brestois 29,AS Nancy-Lorraine
2011/2012,2,0,Dijon FCO,SM Caen
2011/2012,0,3,Évian Thonon Gaillard FC,LOSC Lille
2011/2012,2,1,Olympique Lyonnais,FC Sochaux-Montbéliard
2011/2012,1,0,Montpellier Hérault SC,AS Saint-Étienne
2011/2012,1,1,OGC Nice,Olympique de Marseille
2011/2012,1,1,Paris Saint-Germain,Girondins de Bordeaux
2011/2012,1,0,Toulouse FC,AJ Auxerre
2011/2012,1,0,Valenciennes FC,Stade Rennais FC
2011/2012,1,1,AC Ajaccio,Évian Thonon Gaillard FC
2011/2012,1,1,Girondins de Bordeaux,AJ Auxerre
2011/2012,1,1,Stade Brestois 29,Olympique Lyonnais
2011/2012,1,2,SM Caen,LOSC Lille
2011/2012,2,0,Dijon FCO,FC Lorient
2011/2012,0,0,Olympique de Marseille,AS Saint-Étienne
2011/2012,4,0,Montpellier Hérault SC,Stade Rennais FC
2011/2012,1,2,AS Nancy-Lorraine,FC Sochaux-Montbéliard
2011/2012,1,1,OGC Nice,Toulouse FC
2011/2012,2,1,Paris Saint-Germain,Valenciennes FC
2011/2012,2,0,AJ Auxerre,Valenciennes FC
2011/2012,1,1,Girondins de Bordeaux,Dijon FCO
2011/2012,0,0,SM Caen,AC Ajaccio
2011/2012,2,1,LOSC Lille,Toulouse FC
2011/2012,0,1,FC Lorient,Évian Thonon Gaillard FC
2011/2012,1,3,Olympique de Marseille,Montpellier Hérault SC
2011/2012,2,1,AS Nancy-Lorraine,Paris Saint-Germain
2011/2012,1,1,Stade Rennais FC,Olympique Lyonnais
2011/2012,2,3,AS Saint-Étienne,OGC Nice
2011/2012,2,1,FC Sochaux-Montbéliard,Stade Brestois 29
2011/2012,1,1,AC Ajaccio,AS Saint-Étienne
2011/2012,3,1,Stade Brestois 29,LOSC Lille
2011/2012,1,0,SM Caen,Girondins de Bordeaux
2011/2012,0,2,Dijon FCO,AS Nancy-Lorraine
2011/2012,1,3,Évian Thonon Gaillard FC,Stade Rennais FC
2011/2012,2,1,Olympique Lyonnais,AJ Auxerre
2011/2012,2,1,Montpellier Hérault SC,FC Sochaux-Montbéliard
2011/2012,2,0,OGC Nice,FC Lorient
2011/2012,2,1,Paris Saint-Germain,Olympique de Marseille
2011/2012,2,0,Valenciennes FC,Toulouse FC
2011/2012,1,1,AJ Auxerre,Paris Saint-Germain
2011/2012,4,1,LOSC Lille,AC Ajaccio
2011/2012,2,1,FC Lorient,Montpellier Hérault SC
2011/2012,1,1,Olympique de Marseille,SM Caen
2011/2012,2,2,AS Nancy-Lorraine,Girondins de Bordeaux
2011/2012,3,1,Stade Rennais FC,OGC Nice
2011/2012,2,1,AS Saint-Étienne,Stade Brestois 29
2011/2012,1,0,FC Sochaux-Montbéliard,Dijon FCO
2011/2012,3,0,Toulouse FC,Olympique Lyonnais
2011/2012,0,3,Valenciennes FC,Évian Thonon Gaillard FC
2011/2012,0,0,AC Ajaccio,AS Nancy-Lorraine
2011/2012,2,1,Girondins de Bordeaux,Olympique de Marseille
2011/2012,0,1,Stade Brestois 29,Stade Rennais FC
2011/2012,1,4,SM Caen,AS Saint-Étienne
2011/2012,0,2,Dijon FCO,LOSC Lille
2011/2012,2,1,Évian Thonon Gaillard FC,Toulouse FC
2011/2012,3,2,Olympique Lyonnais,FC Lorient
2011/2012,1,0,Montpellier Hérault SC,Valenciennes FC
2011/2012,1,0,OGC Nice,AJ Auxerre
2011/2012,6,1,Paris Saint-Germain,FC Sochaux-Montbéliard
2011/2012,4,0,AJ Auxerre,Stade Brestois 29
2011/2012,1,3,Évian Thonon Gaillard FC,Olympique Lyonnais
2011/2012,2,1,LOSC Lille,Paris Saint-Germain
2011/2012,2,1,FC Lorient,Olympique de Marseille
2011/2012,1,1,AS Nancy-Lorraine,SM Caen
2011/2012,3,1,Stade Rennais FC,AC Ajaccio
2011/2012,1,0,AS Saint-Étienne,Dijon FCO
2011/2012,0,3,FC Sochaux-Montbéliard,Girondins de Bordeaux
2011/2012,0,1,Toulouse FC,Montpellier Hérault SC
2011/2012,2,0,Valenciennes FC,OGC Nice
2011/2012,2,1,AC Ajaccio,FC Sochaux-Montbéliard
2011/2012,2,0,Girondins de Bordeaux,Stade Rennais FC
2011/2012,0,0,Stade Brestois 29,Toulouse FC
2011/2012,1,0,SM Caen,FC Lorient
2011/2012,0,2,Dijon FCO,AJ Auxerre
2011/2012,4,1,Olympique Lyonnais,Valenciennes FC
2011/2012,1,0,Olympique de Marseille,AS Nancy-Lorraine
2011/2012,2,2,Montpellier Hérault SC,Évian Thonon Gaillard FC
2011/2012,0,1,OGC Nice,LOSC Lille
2011/2012,2,0,Paris Saint-Germain,AS Saint-Étienne
2011/2012,2,4,AJ Auxerre,Girondins de Bordeaux
2011/2012,2,1,Évian Thonon Gaillard FC,AC Ajaccio
2011/2012,3,0,LOSC Lille,SM Caen
2011/2012,0,0,FC Lorient,Dijon FCO
2011/2012,1,1,Olympique Lyonnais,Stade Brestois 29
2011/2012,0,2,Stade Rennais FC,Montpellier Hérault SC
2011/2012,0,0,AS Saint-Étienne,Olympique de Marseille
2011/2012,1,0,FC Sochaux-Montbéliard,AS Nancy-Lorraine
2011/2012,0,0,Toulouse FC,OGC Nice
2011/2012,3,4,Valenciennes FC,Paris Saint-Germain
2011/2012,1,1,AC Ajaccio,Olympique Lyonnais
2011/2012,1,0,Girondins de Bordeaux,FC Lorient
2011/2012,1,0,Stade Brestois 29,Valenciennes FC
2011/2012,1,3,SM Caen,FC Sochaux-Montbéliard
2011/2012,1,1,Dijon FCO,Toulouse FC
2011/2012,3,0,Olympique de Marseille,AJ Auxerre
2011/2012,1,0,Montpellier Hérault SC,LOSC Lille
2011/2012,3,2,AS Nancy-Lorraine,AS Saint-Étienne
2011/2012,1,1,OGC Nice,Évian Thonon Gaillard FC
2011/2012,3,0,Paris Saint-Germain,Stade Rennais FC
2011/2012,1,2,AJ Auxerre,Montpellier Hérault SC
2011/2012,0,1,Évian Thonon Gaillard FC,Stade Brestois 29
2011/2012,4,1,LOSC Lille,AS Nancy-Lorraine
2011/2012,1,2,FC Lorient,Paris Saint-Germain
2011/2012,3,4,Olympique Lyonnais,OGC Nice
2011/2012,5,0,Stade Rennais FC,Dijon FCO
2011/2012,2,3,AS Saint-Étienne,Girondins de Bordeaux
2011/2012,1,0,FC Sochaux-Montbéliard,Olympique de Marseille
2011/2012,0,2,Toulouse FC,AC Ajaccio
2011/2012,3,1,Valenciennes FC,SM Caen
2011/2012,4,1,AJ Auxerre,AC Ajaccio
2011/2012,0,1,Évian Thonon Gaillard FC,Dijon FCO
2011/2012,3,2,LOSC Lille,Olympique de Marseille
2011/2012,2,1,FC Lorient,AS Nancy-Lorraine
2011/2012,2,1,Olympique Lyonnais,Montpellier Hérault SC
2011/2012,0,0,OGC Nice,Stade Brestois 29
2011/2012,3,2,Stade Rennais FC,SM Caen
2011/2012,2,1,FC Sochaux-Montbéliard,AS Saint-Étienne
2011/2012,1,3,Toulouse FC,Paris Saint-Germain
2011/2012,1,2,Valenciennes FC,Girondins de Bordeaux
2011/2012,3,1,AC Ajaccio,Valenciennes FC
2011/2012,0,0,Girondins de Bordeaux,Évian Thonon Gaillard FC
2011/2012,0,1,SM Caen,Toulouse FC
2011/2012,1,2,Dijon FCO,Olympique Lyonnais
2011/2012,0,1,Olympique de Marseille,Stade Rennais FC
2011/2012,1,0,Montpellier Hérault SC,OGC Nice
2011/2012,0,0,AS Nancy-Lorraine,AJ Auxerre
2011/2012,1,0,Paris Saint-Germain,Stade Brestois 29
2011/2012,1,3,AS Saint-Étienne,LOSC Lille
2011/2012,1,1,FC Sochaux-Montbéliard,FC Lorient
2011/2012,1,1,AJ Auxerre,SM Caen
2011/2012,2,2,Stade Brestois 29,Montpellier Hérault SC
2011/2012,2,2,Évian Thonon Gaillard FC,Paris Saint-Germain
2011/2012,2,2,LOSC Lille,FC Sochaux-Montbéliard
2011/2012,3,0,FC Lorient,AS Saint-Étienne
2011/2012,2,0,Olympique Lyonnais,Olympique de Marseille
2011/2012,3,0,OGC Nice,AC Ajaccio
2011/2012,1,1,Stade Rennais FC,AS Nancy-Lorraine
2011/2012,3,2,Toulouse FC,Girondins de Bordeaux
2011/2012,4,0,Valenciennes FC,Dijon FCO
2011/2012,1,3,AC Ajaccio,Montpellier Hérault SC
2011/2012,1,1,Girondins de Bordeaux,LOSC Lille
2011/2012,1,0,SM Caen,Olympique Lyonnais
2011/2012,1,0,Dijon FCO,Stade Brestois 29
2011/2012,1,1,FC Lorient,AJ Auxerre
2011/2012,2,0,Olympique de Marseille,Évian Thonon Gaillard FC
2011/2012,1,1,AS Nancy-Lorraine,Valenciennes FC
2011/2012,2,1,Paris Saint-Germain,OGC Nice
2011/2012,1,1,AS Saint-Étienne,Toulouse FC
2011/2012,2,6,FC Sochaux-Montbéliard,Stade Rennais FC
2011/2012,4,1,AJ Auxerre,FC Sochaux-Montbéliard
2011/2012,1,1,Stade Brestois 29,AC Ajaccio
2011/2012,2,4,Évian Thonon Gaillard FC,SM Caen
2011/2012,1,1,LOSC Lille,FC Lorient
2011/2012,3,1,Olympique Lyonnais,Girondins de Bordeaux
2011/2012,0,3,Montpellier Hérault SC,Paris Saint-Germain
2011/2012,1,1,OGC Nice,Dijon FCO
2011/2012,1,1,Stade Rennais FC,AS Saint-Étienne
2011/2012,1,0,Toulouse FC,AS Nancy-Lorraine
2011/2012,1,1,Valenciennes FC,Olympique de Marseille
2011/2012,2,2,Girondins de Bordeaux,Montpellier Hérault SC
2011/2012,1,1,SM Caen,OGC Nice
2011/2012,1,1,Dijon FCO,AC Ajaccio
2011/2012,2,0,LOSC Lille,Stade Rennais FC
2011/2012,2,0,FC Lorient,Valenciennes FC
2011/2012,1,1,Olympique de Marseille,Stade Brestois 29
2011/2012,1,1,AS Nancy-Lorraine,Évian Thonon Gaillard FC
2011/2012,2,0,Paris Saint-Germain,Olympique Lyonnais
2011/2012,1,1,AS Saint-Étienne,AJ Auxerre
2011/2012,3,0,FC Sochaux-Montbéliard,Toulouse FC
2012/2013,1,1,Montpellier Hérault SC,Toulouse FC
2012/2013,2,3,Évian Thonon Gaillard FC,Girondins de Bordeaux
2012/2013,1,0,AS Nancy-Lorraine,Stade Brestois 29
2012/2013,0,1,OGC Nice,AC Ajaccio
2012/2013,2,2,Paris Saint-Germain,FC Lorient
2012/2013,0,1,Stade de Reims,Olympique de Marseille
2012/2013,0,1,Stade Rennais FC,Olympique Lyonnais
2012/2013,1,2,AS Saint-Étienne,LOSC Lille
2012/2013,2,3,FC Sochaux-Montbéliard,SC Bastia
2012/2013,0,1,ES Troyes AC,Valenciennes FC
2012/2013,3,1,SC Bastia,Girondins de Bordeaux
2012/2013,2,1,LOSC Lille,Valenciennes FC
2012/2013,4,4,FC Lorient,AC Ajaccio
2012/2013,3,1,Montpellier Hérault SC,OGC Nice
2012/2013,0,1,AS Nancy-Lorraine,Paris Saint-Germain
2012/2013,1,1,Stade de Reims,ES Troyes AC
2012/2013,2,0,AS Saint-Étienne,Stade Rennais FC
2012/2013,2,1,FC Sochaux-Montbéliard,Évian Thonon Gaillard FC
2012/2013,3,1,Toulouse FC,Stade Brestois 29
2012/2013,1,4,Olympique de Marseille,Olympique Lyonnais
2012/2013,0,2,AC Ajaccio,Olympique de Marseille
2012/2013,1,0,Girondins de Bordeaux,Toulouse FC
2012/2013,2,0,Stade Brestois 29,FC Lorient
2012/2013,0,2,Évian Thonon Gaillard FC,LOSC Lille
2012/2013,5,2,Olympique Lyonnais,SC Bastia
2012/2013,2,1,OGC Nice,AS Nancy-Lorraine
2012/2013,1,2,Paris Saint-Germain,AS Saint-Étienne
2012/2013,1,0,Stade Rennais FC,Stade de Reims
2012/2013,1,1,ES Troyes AC,Montpellier Hérault SC
2012/2013,3,1,Valenciennes FC,FC Sochaux-Montbéliard
2012/2013,2,3,SC Bastia,Valenciennes FC
2012/2013,1,0,LOSC Lille,Stade Brestois 29
2012/2013,0,4,FC Lorient,Girondins de Bordeaux
2012/2013,2,2,Olympique de Marseille,OGC Nice
2012/2013,1,3,AS Nancy-Lorraine,Stade Rennais FC
2012/2013,1,2,Stade de Reims,Évian Thonon Gaillard FC
2012/2013,2,0,AS Saint-Étienne,ES Troyes AC
2012/2013,1,1,FC Sochaux-Montbéliard,Olympique Lyonnais
2012/2013,2,4,Toulouse FC,AC Ajaccio
2012/2013,1,1,Montpellier Hérault SC,Paris Saint-Germain
2012/2013,0,1,AC Ajaccio,FC Sochaux-Montbéliard
2012/2013,3,0,Stade Brestois 29,SC Bastia
2012/2013,2,2,Évian Thonon Gaillard FC,AS Saint-Étienne
2012/2013,2,0,FC Lorient,LOSC Lille
2012/2013,3,0,Olympique Lyonnais,Stade de Reims
2012/2013,1,0,OGC Nice,Toulouse FC
2012/2013,1,2,Paris Saint-Germain,Stade Rennais FC
2012/2013,3,3,ES Troyes AC,AS Nancy-Lorraine
2012/2013,1,1,Valenciennes FC,Montpellier Hérault SC
2012/2013,1,0,Girondins de Bordeaux,Olympique de Marseille
2012/2013,2,1,SC Bastia,FC Lorient
2012/2013,1,0,Montpellier Hérault SC,Girondins de Bordeaux
2012/2013,1,1,AS Nancy-Lorraine,AC Ajaccio
2012/2013,4,0,Paris Saint-Germain,ES Troyes AC
2012/2013,0,0,Stade de Reims,Stade Brestois 29
2012/2013,0,1,Stade Rennais FC,Évian Thonon Gaillard FC
2012/2013,1,0,AS Saint-Étienne,Valenciennes FC
2012/2013,0,1,FC Sochaux-Montbéliard,OGC Nice
2012/2013,3,0,Toulouse FC,Olympique Lyonnais
2012/2013,1,0,Olympique de Marseille,LOSC Lille
2012/2013,0,0,AC Ajaccio,AS Saint-Étienne
2012/2013,2,2,Girondins de Bordeaux,FC Sochaux-Montbéliard
2012/2013,1,2,Stade Brestois 29,Olympique de Marseille
2012/2013,1,1,Évian Thonon Gaillard FC,AS Nancy-Lorraine
2012/2013,0,0,LOSC Lille,SC Bastia
2012/2013,1,0,FC Lorient,Toulouse FC
2012/2013,1,0,Olympique Lyonnais,Montpellier Hérault SC
2012/2013,2,1,OGC Nice,Paris Saint-Germain
2012/2013,2,3,ES Troyes AC,Stade Rennais FC
2012/2013,1,0,Valenciennes FC,Stade de Reims
2012/2013,0,3,Olympique de Marseille,FC Lorient
2012/2013,3,0,Montpellier Hérault SC,AC Ajaccio
2012/2013,1,1,AS Nancy-Lorraine,Valenciennes FC
2012/2013,4,0,Paris Saint-Germain,Évian Thonon Gaillard FC
2012/2013,0,0,Stade de Reims,Girondins de Bordeaux
2012/2013,2,2,Stade Rennais FC,Stade Brestois 29
2012/2013,0,1,AS Saint-Étienne,Olympique Lyonnais
2012/2013,1,1,FC Sochaux-Montbéliard,LOSC Lille
2012/2013,0,0,Toulouse FC,SC Bastia
2012/2013,1,1,ES Troyes AC,OGC Nice
2012/2013,2,0,AC Ajaccio,Stade de Reims
2012/2013,1,2,SC Bastia,Olympique de Marseille
2012/2013,0,0,Girondins de Bordeaux,AS Saint-Étienne
2012/2013,1,2,Stade Brestois 29,Montpellier Hérault SC
2012/2013,2,0,Évian Thonon Gaillard FC,ES Troyes AC
2012/2013,2,0,LOSC Lille,Toulouse FC
2012/2013,2,0,FC Lorient,FC Sochaux-Montbéliard
2012/2013,1,1,Olympique Lyonnais,AS Nancy-Lorraine
2012/2013,1,0,OGC Nice,Stade Rennais FC
2012/2013,0,4,Valenciennes FC,Paris Saint-Germain
2012/2013,4,0,Montpellier Hérault SC,SC Bastia
2012/2013,1,1,AS Nancy-Lorraine,Girondins de Bordeaux
2012/2013,3,2,OGC Nice,Évian Thonon Gaillard FC
2012/2013,1,1,Stade de Reims,LOSC Lille
2012/2013,2,0,Stade Rennais FC,Valenciennes FC
2012/2013,0,2,AS Saint-Étienne,FC Lorient
2012/2013,1,2,FC Sochaux-Montbéliard,Stade Brestois 29
2012/2013,0,1,Toulouse FC,Olympique de Marseille
2012/2013,3,2,ES Troyes AC,AC Ajaccio
2012/2013,1,0,Paris Saint-Germain,Olympique Lyonnais
2012/2013,2,4,AC Ajaccio,Stade Rennais FC
2012/2013,4,2,SC Bastia,AS Nancy-Lorraine
2012/2013,0,0,Girondins de Bordeaux,ES Troyes AC
2012/2013,0,3,Stade Brestois 29,Paris Saint-Germain
2012/2013,4,1,LOSC Lille,Montpellier Hérault SC
2012/2013,2,2,FC Lorient,Stade de Reims
2012/2013,3,0,Olympique Lyonnais,OGC Nice
2012/2013,1,0,Olympique de Marseille,AS Saint-Étienne
2012/2013,2,0,Toulouse FC,FC Sochaux-Montbéliard
2012/2013,2,1,Valenciennes FC,Évian Thonon Gaillard FC
2012/2013,0,0,AC Ajaccio,Paris Saint-Germain
2012/2013,2,1,SC Bastia,Stade de Reims
2012/2013,1,0,Girondins de Bordeaux,Stade Rennais FC
2012/2013,1,0,Stade Brestois 29,Évian Thonon Gaillard FC
2012/2013,1,1,LOSC Lille,AS Nancy-Lorraine
2012/2013,2,1,FC Lorient,Montpellier Hérault SC
2012/2013,4,1,Olympique Lyonnais,ES Troyes AC
2012/2013,2,0,Olympique de Marseille,FC Sochaux-Montbéliard
2012/2013,2,1,Toulouse FC,AS Saint-Étienne
2012/2013,0,0,Valenciennes FC,OGC Nice
2012/2013,0,2,Évian Thonon Gaillard FC,Stade Brestois 29
2012/2013,2,0,Montpellier Hérault SC,FC Lorient
2012/2013,2,2,AS Nancy-Lorraine,LOSC Lille
2012/2013,5,0,OGC Nice,Valenciennes FC
2012/2013,0,0,Paris Saint-Germain,AC Ajaccio
2012/2013,1,2,Stade de Reims,SC Bastia
2012/2013,0,2,Stade Rennais FC,Girondins de Bordeaux
2012/2013,2,2,AS Saint-Étienne,Toulouse FC
2012/2013,3,1,FC Sochaux-Montbéliard,Olympique de Marseille
2012/2013,1,2,ES Troyes AC,Olympique Lyonnais
2012/2013,1,1,AC Ajaccio,Valenciennes FC
2012/2013,0,2,SC Bastia,Stade Rennais FC
2012/2013,0,1,Girondins de Bordeaux,Paris Saint-Germain
2012/2013,0,1,Stade Brestois 29,AS Saint-Étienne
2012/2013,0,2,LOSC Lille,OGC Nice
2012/2013,3,2,FC Lorient,ES Troyes AC
2012/2013,0,0,Olympique Lyonnais,Évian Thonon Gaillard FC
2012/2013,3,2,Olympique de Marseille,Montpellier Hérault SC
2012/2013,1,0,FC Sochaux-Montbéliard,Stade de Reims
2012/2013,2,1,Toulouse FC,AS Nancy-Lorraine
2012/2013,1,1,Évian Thonon Gaillard FC,AC Ajaccio
2012/2013,2,0,Montpellier Hérault SC,FC Sochaux-Montbéliard
2012/2013,2,1,AS Nancy-Lorraine,FC Lorient
2012/2013,0,1,OGC Nice,Girondins de Bordeaux
2012/2013,1,0,Paris Saint-Germain,LOSC Lille
2012/2013,1,1,Stade de Reims,Toulouse FC
2012/2013,2,2,Stade Rennais FC,Olympique de Marseille
2012/2013,3,0,AS Saint-Étienne,SC Bastia
2012/2013,2,1,ES Troyes AC,Stade Brestois 29
2012/2013,0,2,Valenciennes FC,Olympique Lyonnais
2012/2013,3,1,AC Ajaccio,Olympique Lyonnais
2012/2013,0,0,SC Bastia,Évian Thonon Gaillard FC
2012/2013,2,0,Girondins de Bordeaux,Valenciennes FC
2012/2013,0,2,Stade Brestois 29,OGC Nice
2012/2013,1,1,LOSC Lille,ES Troyes AC
2012/2013,2,2,FC Lorient,Stade Rennais FC
2012/2013,0,1,Olympique de Marseille,AS Nancy-Lorraine
2012/2013,3,1,Montpellier Hérault SC,Stade de Reims
2012/2013,1,2,FC Sochaux-Montbéliard,AS Saint-Étienne
2012/2013,0,4,Toulouse FC,Paris Saint-Germain
2012/2013,1,0,AC Ajaccio,Girondins de Bordeaux
2012/2013,1,1,Évian Thonon Gaillard FC,Olympique de Marseille
2012/2013,1,3,Olympique Lyonnais,LOSC Lille
2012/2013,1,2,AS Nancy-Lorraine,Stade de Reims
2012/2013,1,1,OGC Nice,FC Lorient
2012/2013,3,1,Paris Saint-Germain,SC Bastia
2012/2013,2,0,Stade Rennais FC,Toulouse FC
2012/2013,4,1,AS Saint-Étienne,Montpellier Hérault SC
2012/2013,0,0,ES Troyes AC,FC Sochaux-Montbéliard
2012/2013,2,1,Valenciennes FC,Stade Brestois 29
2012/2013,0,1,SC Bastia,OGC Nice
2012/2013,0,4,Girondins de Bordeaux,Olympique Lyonnais
2012/2013,1,1,Stade Brestois 29,AC Ajaccio
2012/2013,2,0,LOSC Lille,Stade Rennais FC
2012/2013,2,1,FC Lorient,Évian Thonon Gaillard FC
2012/2013,1,0,Olympique de Marseille,Valenciennes FC
2012/2013,1,0,Montpellier Hérault SC,AS Nancy-Lorraine
2012/2013,1,1,Stade de Reims,AS Saint-Étienne
2012/2013,3,2,FC Sochaux-Montbéliard,Paris Saint-Germain
2012/2013,2,2,Toulouse FC,ES Troyes AC
2012/2013,1,3,AC Ajaccio,LOSC Lille
2012/2013,0,2,Girondins de Bordeaux,Stade Brestois 29
2012/2013,0,1,Évian Thonon Gaillard FC,Montpellier Hérault SC
2012/2013,3,1,Olympique Lyonnais,FC Lorient
2012/2013,0,3,AS Nancy-Lorraine,AS Saint-Étienne
2012/2013,2,0,OGC Nice,Stade de Reims
2012/2013,2,0,Paris Saint-Germain,Olympique de Marseille
2012/2013,2,2,Stade Rennais FC,FC Sochaux-Montbéliard
2012/2013,0,0,ES Troyes AC,SC Bastia
2012/2013,0,0,Valenciennes FC,Toulouse FC
2012/2013,1,0,SC Bastia,AC Ajaccio
2012/2013,1,1,Stade Brestois 29,Olympique Lyonnais
2012/2013,2,1,LOSC Lille,Girondins de Bordeaux
2012/2013,1,1,FC Lorient,Valenciennes FC
2012/2013,2,1,Olympique de Marseille,ES Troyes AC
2012/2013,2,0,Montpellier Hérault SC,Stade Rennais FC
2012/2013,1,0,Stade de Reims,Paris Saint-Germain
2012/2013,4,0,AS Saint-Étienne,OGC Nice
2012/2013,1,2,FC Sochaux-Montbéliard,AS Nancy-Lorraine
2012/2013,0,0,Toulouse FC,Évian Thonon Gaillard FC
2012/2013,1,0,AC Ajaccio,FC Lorient
2012/2013,1,0,Girondins de Bordeaux,SC Bastia
2012/2013,0,1,Stade Brestois 29,Toulouse FC
2012/2013,5,1,Évian Thonon Gaillard FC,FC Sochaux-Montbéliard
2012/2013,0,0,Olympique Lyonnais,Olympique de Marseille
2012/2013,2,0,OGC Nice,Montpellier Hérault SC
2012/2013,2,1,Paris Saint-Germain,AS Nancy-Lorraine
2012/2013,2,2,Stade Rennais FC,AS Saint-Étienne
2012/2013,4,2,ES Troyes AC,Stade de Reims
2012/2013,1,3,Valenciennes FC,LOSC Lille
2012/2013,4,1,SC Bastia,Olympique Lyonnais
2012/2013,1,2,LOSC Lille,Évian Thonon Gaillard FC
2012/2013,4,0,FC Lorient,Stade Brestois 29
2012/2013,0,0,Olympique de Marseille,AC Ajaccio
2012/2013,1,1,Montpellier Hérault SC,ES Troyes AC
2012/2013,1,0,AS Nancy-Lorraine,OGC Nice
2012/2013,1,0,Stade de Reims,Stade Rennais FC
2012/2013,2,2,AS Saint-Étienne,Paris Saint-Germain
2012/2013,1,1,FC Sochaux-Montbéliard,Valenciennes FC
2012/2013,0,0,Toulouse FC,Girondins de Bordeaux
2012/2013,1,1,Évian Thonon Gaillard FC,Olympique Lyonnais
2012/2013,0,1,Montpellier Hérault SC,Olympique de Marseille
2012/2013,0,1,AS Nancy-Lorraine,Toulouse FC
2012/2013,2,2,OGC Nice,LOSC Lille
2012/2013,0,0,Paris Saint-Germain,Girondins de Bordeaux
2012/2013,1,0,Stade de Reims,FC Sochaux-Montbéliard
2012/2013,3,2,Stade Rennais FC,SC Bastia
2012/2013,4,0,AS Saint-Étienne,Stade Brestois 29
2012/2013,2,2,ES Troyes AC,FC Lorient
2012/2013,3,0,Valenciennes FC,AC Ajaccio
2012/2013,2,3,AC Ajaccio,Toulouse FC
2012/2013,1,1,Girondins de Bordeaux,FC Lorient
2012/2013,1,2,Stade Brestois 29,LOSC Lille
2012/2013,2,2,Évian Thonon Gaillard FC,Stade de Reims
2012/2013,1,2,Olympique Lyonnais,FC Sochaux-Montbéliard
2012/2013,0,1,OGC Nice,Olympique de Marseille
2012/2013,1,0,Paris Saint-Germain,Montpellier Hérault SC
2012/2013,0,2,Stade Rennais FC,AS Nancy-Lorraine
2012/2013,2,2,ES Troyes AC,AS Saint-Étienne
2012/2013,3,4,Valenciennes FC,SC Bastia
2012/2013,4,0,SC Bastia,Stade Brestois 29
2012/2013,5,0,LOSC Lille,FC Lorient
2012/2013,1,0,Olympique de Marseille,Girondins de Bordeaux
2012/2013,3,1,Montpellier Hérault SC,Valenciennes FC
2012/2013,1,0,AS Nancy-Lorraine,ES Troyes AC
2012/2013,1,0,Stade de Reims,Olympique Lyonnais
2012/2013,0,2,Stade Rennais FC,Paris Saint-Germain
2012/2013,1,0,AS Saint-Étienne,Évian Thonon Gaillard FC
2012/2013,0,0,FC Sochaux-Montbéliard,AC Ajaccio
2012/2013,3,4,Toulouse FC,OGC Nice
2012/2013,1,1,AC Ajaccio,AS Nancy-Lorraine
2012/2013,4,2,Girondins de Bordeaux,Montpellier Hérault SC
2012/2013,0,2,Stade Brestois 29,Stade de Reims
2012/2013,4,2,Évian Thonon Gaillard FC,Stade Rennais FC
2012/2013,0,0,LOSC Lille,Olympique de Marseille
2012/2013,4,1,FC Lorient,SC Bastia
2012/2013,3,1,Olympique Lyonnais,Toulouse FC
2012/2013,3,0,OGC Nice,FC Sochaux-Montbéliard
2012/2013,0,1,ES Troyes AC,Paris Saint-Germain
2012/2013,0,0,Valenciennes FC,AS Saint-Étienne
2012/2013,1,2,SC Bastia,LOSC Lille
2012/2013,1,0,Olympique de Marseille,Stade Brestois 29
2012/2013,1,2,Montpellier Hérault SC,Olympique Lyonnais
2012/2013,3,1,AS Nancy-Lorraine,Évian Thonon Gaillard FC
2012/2013,3,0,Paris Saint-Germain,OGC Nice
